Brand/Title,Platform,Date ,Campaign,Optimization,Change(s),Optimization Score ,Results/Next step,Date Change(s) was made,Optimization made by,,,,,,,,
GDT,Social,09-12-2023,PWX_GDT_Control_Circ_Outbound,Changes made,"Paused ad set PWX_GDT_LAL_Purchasers_Evergreen due to high CPA in last 7 days 
Reactivated performing ad set PWX_GDT_Interests_Evergreen with performing creatives to drive conversions ",,,09-12-2023,Aniket,,,,,,,,
GDT,Social,09-20-2023,PWX_GDT_Control_Circ_Outbound,Changes made,"Paused the PWX_GDT_Broad_May 2023 and PWX_GDT_Competitors_Evergreen ad sets as the CPA is high for the past 7 days.
Relaunch PWX_GDT_LAL_Social_FB Fans with the June creatives to test and relaunch PWX_GDT_LAL_Purchasers_Evergreen with the Sept creatives to test.",,,09-20-2023,Rahul,,,,,,,,
GDT,Bing,09-21-2023,PWX_GDT_Circ_Garden Gate_Feb 22,Changes made,"garden design magazine keyword bid reduced to $0.50.
Keyword paused gardens gate due to high CPA.
",,,09-21-2023,Rahul,,,,,,,,
GDT,Social,09-22-2023,PWX_GDT_Control_CBO_Circ,Changes made,"Paused Ad Set PWX_GDT_LAL_Purchasers_Evergreen since last 7 days CPA is high with only 1 conversion.
Once the CPA is under control, we will relaunch performing Ad Set.",,,09-22-2023,Rahul,,,,,,,,
GDT,SEM,09-22-2023,PWX_GDT_Circ_Garden Gate_Feb 22,Changes made,We have increased Audience bid by 5% for Audience with Low CPA and which have conversions.,,,09-22-2023,Aniket,,,,,,,,
GDT,Bing,10-06-2023,PWX_GDT_Circ_Garden Gate_Feb 22,Changes made,We have increased keyword bid for performing keywords.,,,10-06-2023,Rahul,,,,,,,,
GDT,SEM,10-10-2023,PWX_GDT_Control_Circ_Outbound,Changes made,"Created New SQR Ad group with below keywords:
garden gates magazine - Exact
renew garden gate - Phrase
Renewgardengate - Phrase
subscribe to garden gate magazine - Exact

TCPA Bid increased from $10 to $12",,,10-10-2023,Rahul,,,,,,,,
GDT,Socai,10-13-2023,PWX_GDT_Control_CBO_Circ,Changes made,September creatives were launched to test the performance ,,,10-13-2023,Rahul,,,,,,,,
GDT,Socai,10-23-2023,PWX_GDT_Control_CBO_Circ,Changes made,"PWX_GDT_Stacked_Social Engagement_Social Engagement LAL_Evergreen the sept creatives are not performing, we can pause all these creatives 


We can relaunch this 
PWX_GDT_Control_Evergreen_Video_V2 – Copy
Image - GDT Mar Refresh V1 - Contro",,,10-23-2023,Rahul,,,,,,,,
GDT,SEM,10-23-2023,PWX_GDT_Circ_Garden Gate_Mar 23 (Exp Camp),Changes made,"Brand - V2
gardengatemagazine add this in exact match
gardengate magazine add this in exact match


Subscription pause this adset as it has no conversions in entire time 

demographics 

50-64 increase to 5%
35-49 decrease to 5%

Female make it 5%

Smartphones to 5%",,,10-23-2023,Rahul,,,,,,,,
GDT,Bing,11-01-2023,PWX_GDT_Circ_Garden Gate_Feb 22,Changes made,"1) In Ad group 'Brand - V2' - decrease the bid by 0.5 for keyword 'garden gate magazine' , 'garden gate'
2) We can add the keyword 'gardengate magazine' as seen from search term report
3) Decrease the bid by 5% for age group '65+' and increase the bid by 5% for age group '35-49'",,,11-01-2023,Rahul,,,,,,,,
GDT,Social,11-06-2023,PWX_GDT_Control_CBO_Circ,Changes made,"1) Under adset 'PWX_GDT_Stacked_Social Engagement_Social Engagement LAL_Evergreen' > paused the creative 'PWX_GDT_Control_Evergreen_Video_V2 – Copy'
2) In the same adset as above, activated the creatives 'PWX_GDT_Control_Evergreen_Video_V2' & 'PWX_GDT_Control_Evergreen_V8'",,,11-06-2023,Saif,,,,,,,,
GDT,Social,11-10-2023,PWX_GDT_Control_CBO_Circ,Changes made,"In Ad set PWX_GDT_Retargeting_NL/IP ListsPaused creative Image_Sept23 Image 2_Control
Paused ad set PWX_GDT_Stacked_Social Engagement_Social Engagement LAL_Evergreen",,,11-10-2023,Saif,,,,,,,,
GDT,Social,11-23-2023,PWX_GDT_Control_CBO_Circ,Changes made,"1) In active adset 'PWX_GDT_Retargeting_NL/IP Lists', paused the high cpa/spent creatives > Image - Jan-Feb23 V3 - Control, Image_Sept23 Image 5_Control, Image_Sept23 Image 4_Control

2) In active adset 'PWX_GDT_LAL_Subscriber_Evergreen', paused the creatives> Image_Sept23 Image 4_Control, Image_Sept23 Image 3_Control, Image_Sept23 Image 1_Control


",,,11-23-2023,Saif,,,,,,,,
GDT,Social,11-27-2023,PWX_GDT_Control_CBO_Circ,Changes made,"In adset : PWX_GDT_Retargeting_NL/IP Lists
Paused the creative 'Image_Sept23 Image 6_Control' due to only spend and no conversion.
Activated the creative 'Image - Jan-Feb23 V3 - Control'
",,,11-27-2023,Saif,,Social(Jan 24),,SEM (Jan 24),,Bing(Jan  24),,
GDT,Social,11-30-2023,PWX_GDT_Control_CBO_Circ,Changes made,"1) in adset PWX_GDT_LAL_Subscriber_Evergreen, paused the non performing creatives 'Image_Sept23 Image 3_Control', '
PWX_GDT_Control_Evergreen_Video_V2 – Copy' ",,,11-30-2023,Saif,,"Summary

Optimizations Insights:


• In adset 'PWX_GDT_LAL_Social_FB Fans_Price Increase', we have paused the adset 'PWX_GDT_Control_Evergreen_Video_Price Increase $25' due to high cpa
• In adset 'PWX_GDT_Competitors_Price Increase', we have paused the creative 'Image_Dec23 Image 1_Control - Price Increase $25 and 'Image_Dec23 Image 2_Control - Price Increase $25' due to high cpa
• In adset 'PWX_GDT_LAL_Subscriber_Price Increase', we have paused the creative 'Image_Sept23 Image 2_Price Increase $25 – Copy' due to high amount spent

• In  adset 'PWX_GDT_LAL_Subscriber_Price Increase', we paused the creatives 'Image_Dec23 Image 3_Control - Price Increase $25', 'Image_Dec23 Image 2_Control - Price Increase $25', due to high cpa.


• In adset 'PWX_GDT_LAL_Subscriber_Price Increase', we paused the creative 'Image_Sept23 Image 2_Price Increase $25' due to high cpa
• In adset 'PWX_GDT_Competitors_Price Increase', we paused the creative 'Image_Sept23 Image 2_Price Increase $25; due to high cpa

• In adset 'PWX_GDT_LAL_NL/IP Lists_Price Increase', we paused the creative 'Image_Sept23 Image 2_Price Increase $25' due to high cpa
• In adset 'PWX_GDT_Interests_Flower_Price Increase' we paused the creative 'PWX_GDT_Control_Evergreen_Video_Price Increase $25'
• In adset 'PWX_GDT_Competitors_Price Increase', we paused the creative 'Image_Sept23 Image 6_Price Increase $25' due to amount spent above the tcpa
• In adset 'PWX_GDT_LAL_Subscriber_Price Increase', we paused the creative 'Image_Dec23 Image 1_Control - Price Increase $25' due to high amount spent above tcpa











Agenda for the following month:
• We will persist in making optimizations based on performance trends to continually improve the campaign's effectiveness and efficiency.
• It is worth exploring the possibility of launching ad sets that have not been previously tested. This allows us to uncover new opportunities and potentially tap into untapped audiences.
• We will relaunch ads and ad sets that have shown strong performance in the past. By leveraging successful past campaigns, we can potentially replicate their success and achieve positive results.
• We will conduct research to identify new interest-based audiences. This will help us expand our targeting options and reach a broader audience who may be interested in our offerings.",,"Summary

Overall Insights:

• We increased the bid for keyword ""horticulture mag"" from 1.5 to 2 because the keyword was performing well and showing potential for higher conversion rates.
• We increased the bid for age group '18 - 24' under the ad group 'brand v2' to 5% because this age group was showing a higher likelihood of engaging with the ads and converting.
• We increased the bid for 'Female' to 5% from -10% because the female demographic was responding positively to the ads and exhibiting a higher conversion rate.
• We decreased the bids for household incomes of 21 - 30%, 31 - 40%, and 41 - 50% to 0% each because these income brackets were not performing as well and were not leading to significant conversions.

• We increased the daily budget to $45 per day

Agenda for the following month:

• We will continue searching more relevant keywords and search terms which can be added to the campaign.
• We will keep a pace up with our regular daily checks at the various levels (Audience, Demographics, Keywords. etc)
• Monitor reguarly to keep sight on any the performance irregularity and check for any errors or ads disapproved",,"Summary



Agenda for the following month:

• We will continue searching more relevant keywords and search terms which can be added to the campaign.
• We will keep a pace up with our regular daily checks at the various levels (Audience, Demographics, Keywords. etc)
• Monitor reguarly to keep sight on any the performance irregularity and check for any errors or ads disapproved",,
GDT,Social,12-06-2023,PWX_GDT_Control_CBO_Circ,Changes made,"1) In the adset PWX_GDT_Retargeting_NL/IP Lists, we have paused the high cpa creative 'Image - Jan-Feb23 V3 - Control'
2) In the adset PWX_GDT_Stacked_Social Engagement_Social Engagement LAL_Evergreen, we paused the creatives 'Image - GDT Mar Refresh V1 - Control
 and PWX_GDT_Control_Evergreen_V8 due to only spend and no conversions",,,12-06-2023,Saif,,,,,,,,
GDT,SEM,12-08-2023,PWX_GDT_Circ_Garden Gate_Mar 23 (Exp Camp),Changes made,"~ For the age group 55 - 64. we increased the bid from 5 to 10%
~ Increased the bid for 35-44 to 5%",,,12-08-2023,Saif,,,,,,,,
GDT,SEM,12-10-2023,PWX_GDT_Circ_Garden Gate_Mar 23 (Exp Camp),Changes made,Decreased the daily budget from $150 to $125 per day,,,12-10-2023,Saif,,,,,,,,
GDT,SEM,12-10-2023,PWX_GDT_Circ_Garden Gate_Feb 22,Changes made,Decreased the daily budget from $80 to $65 per day,,,12-10-2023,Saif,,,,,,,,
GDT,Social,12-13-2023,PWX_GDT_Control_CBO_Circ,Changes made,• We have launched the price increased adsets and creatives,,,12-13-2023,Saif,,,,,,,,
GDT,SEM,12-14-2023,PWX_GDT_Circ_Garden Gate_Mar 23 (Exp Camp),Changes made,"• In Brand group brand V2, we changed the match type of the keyword [gardengate] from exact match to phrase match
• Added the keyword 'the garden gate magazine' from the search term report in exact match",,,12-14-2023,Saif,,,,,,,,
GDT,Social,12-17-2023,PWX_GDT_Control_CBO_Circ,Changes made,"• We have paused the adset 'PWX_GDT_Retargeting_NL/IP Lists_Price Increase' due to high cpa
",,,12-17-2023,Saif,,,,,,,,
GDT,Social,12-22-2023,PWX_GDT_Control_CBO_Circ,Changes made,"• In the adset 'PWX_GDT_LAL_Subscriber_Price Increase', we paused the creative 'PWX_GDT_Control_Evergreen_Video_Price Increase $25' due to only spend and no conversions
",,,12-22-2023,Saif,,,,,,,,
GDT,Social,12-26-2023,PWX_GDT_Control_CBO_Circ,Changes made,"• We activated the dec 1, 2, 3 creatives in the adsets 'PWX_GDT_Competitors_Price Increase' and '
PWX_GDT_LAL_Subscriber_Price Increase'
",,,12-26-2023,Saif,,,,,,,,
GDT,SEM,12-27-2023,PWX_GDT_Circ_Garden Gate_Feb 22,Changes made,"• We added sitelinks: 'Garden Plans' and 'Flowers & Plants'
• Increased the bid for 'unknown' age group from -5 to +5
• Decreased bid for '65+' from 10% to 5%, '45 - 54' and  '35 - 44' to zero
• Increased the bid for '55 - 64' from 0 to 5%
",,,12-27-2023,Saif,,,,,,,,
GDT,Bing,12-27-2023,PWX_GDT_Circ_Garden Gate_Feb 22,Changes made,"• In Brand V2: we increased tyhe bid for keywords >  [garden gate magazine] , ""garden design magazine"" to 1.5
• Increased bid for age group , 65+, 50-64 and decreased bid for 35-49, 18-24
• Increased bids for genders Male and Female
• Increased bid for 'Computer' device to 10%",,,12-27-2023,Rahul,,,,,,,,
GDT,SEM,01-04-2024,PWX_GDT_Circ_Garden Gate_Feb 22,Changes made,• We increased the budget from 20$ to 25$,,,01-04-2024,Saif,,,,,,,,
GDT,Social,01-08-2024,PWX_GDT_Control_CBO_Circ,Changes made,"• In adset 'PWX_GDT_LAL_Social_FB Fans_Price Increase', we have paused the adset 'PWX_GDT_Control_Evergreen_Video_Price Increase $25' due to high cpa
• In adset 'PWX_GDT_Competitors_Price Increase', we have paused the creative 'Image_Dec23 Image 1_Control - Price Increase $25 and 'Image_Dec23 Image 2_Control - Price Increase $25' due to high cpa
• In adset 'PWX_GDT_LAL_Subscriber_Price Increase', we have paused the creative 'Image_Sept23 Image 2_Price Increase $25 – Copy' due to high amount spent




",,,01-08-2024,Saif,,,,,,,,
GDT,SEM,01-09-2024,PWX_GDT_Circ_Garden Gate_Feb 22,Changes made,• We increased the daily budget from $25 to $35,,,01-09-2024,Saif,,,,,,,,
GDT,Social,01-11-2024,PWX_GDT_Control_CBO_Circ,Changes made,"• In  adset 'PWX_GDT_LAL_Subscriber_Price Increase', we paused the creatives 'Image_Dec23 Image 3_Control - Price Increase $25', 'Image_Dec23 Image 2_Control - Price Increase $25', due to high cpa.

",,,01-11-2024,Saif,,,,Social(Feb 24),,SEM (Feb 24),,Bing(Feb 24)
GDT,SEM,01-12-2024,PWX_GDT_Circ_Garden Gate_Feb 22,Changes made,"• In the ad group 'brand v2', we increased the bid for keyword ""horticulture mag"" from 1.5 to 2 and decreased the bid for keyword '[horticulture mag]
 from 3 to 2
• We added the following keywords from the search term report: plant magazines , horticulture magazines , best horticulture magazines , horiculture magazine > in the ad group 'brand v2'
  Added keyword '[horticulture magazine]' into ad group 'brand 2'
• For audience under the ad group 'brand v2': we increased the bid to 5% for age group '18 - 24' and decreased for 'unknown age' from 5% to 0%
• We increased the bid for 'Female' to 5% from -10%
• We decreased the bids for following household incomes : 21 - 30%, 31 - 40% , 41 - 50% to 0% each",,,01-12-2024,Saif,,,,"Summary

Optimizations Insights:

• In adset 'PWX_GDT_Competitors_Evergreen' ,we paused the creative 'PWX_GDT_Control_Evergreen_Video_V2' , Image - GDT Mar Refresh V3 - Control

• In adset 'PWX_GDT_LAL_Subscriber_Evergreen' , we paused the creative 'PWX_GDT_Control_Evergreen_Video_V2' due to high amount spent

• In adset 'PWX_GDT_LAL_Purchasers_Evergreen', we paused the creative 'Image - GDT Mar Refresh V3 - Control', due to high cpa
• In adset 'PWX_GDT_Retargeting_NL/IP Lists, w epaused the creatives 'Image_Dec23 Image 7_Control , Image_Dec23 Image 1_Control , Image_Dec23 Image 5_Control, due to poor performance

• In adset 'PWX_GDT_Retargeting_NL/IP Lists , we paused the creative : Image_Dec23 Image 3_Control due to high cpa
• In adset PWX_GDT_LAL_Purchasers_Evergreen we paused the creative : Image_Sept23 Image 1_Control due to high cpa
• In adset 'PWX_GDT_LAL_Subscriber_Evergreen', we paused the creative : Image - Jan-Feb23 V2 - Control due to high cpa
• In adset 'PWX_GDT_LAL_Social_FB Fans', we paused the creative: Image_June23 Image 5_Control due to high cpa
• In adset 'PWX_GDT_Competitors_Evergreen', we paused the craetive: Image - GDT Mar Refresh V1 - Control , Image - Jan-Feb23 V3 - Control , Image - Jan-Feb23 V1 - Control due to high cpa
• In adset 'PWX_GDT_Stacked_Social Engagement_Social Engagement LAL_Evergreen', we paused the creative : Image - Jan-Feb23 V3 - Control , Image_Dec23 Image 5_Control due to high cpa. We activated the creatives: PWX_GDT_Control_Evergreen_V9, Image - Jan-Feb23 V1 - Control





Agenda for the following month:
• We will persist in making optimizations based on performance trends to continually improve the campaign's effectiveness and efficiency.
• It is worth exploring the possibility of launching ad sets that have not been previously tested. This allows us to uncover new opportunities and potentially tap into untapped audiences.
• We will relaunch ads and ad sets that have shown strong performance in the past. By leveraging successful past campaigns, we can potentially replicate their success and achieve positive results.
• We will conduct research to identify new interest-based audiences. This will help us expand our targeting options and reach a broader audience who may be interested in our offerings.",,"Summary

Overall Insights:

• We increased the daily budget to $350 per day as we achieved conversions at a cpa of '$5.48' over a tcpa of 20,so we wanted to utilise the budget left for the month


""• We increased the bid for performing keywords: [garden gate magazine] , [garden gate magazine subscription] , [gardening magazines] , [magazine garden gate], 
[gardening magazine subscriptions],[gardengate magazine]
• We added the following keywords from search term report: gardening magazine , garden gate , www renewgardengate com , garden design""


• We have created another ad group'brand_competitor' with the keywords: home and gardens
home & garden magazine
gardening magazines
gardening mags
plant magazine
garden design magazines
gardening publications
All these keywords are in exact match at a bid of 0.5$

Agenda for the following month:

• We will continue searching more relevant keywords and search terms which can be added to the campaign.
• We will keep a pace up with our regular daily checks at the various levels (Audience, Demographics, Keywords. etc)
• Monitor reguarly to keep sight on any the performance irregularity and check for any errors or ads disapproved",,"Summary

""• In ad group 'brand v2' , we increased the bid for keyword 'garden gate magazine'from 1.5 to 2 as it is performing well
• We increased the bid for female to 10% ,and decreased for male to 0%"" as it was pacing high

• In ad group 'brand v2' , we increased the bid for keyword 'gardengate magazine 'from 1 to 2

• We increased the daily budget to $150 per day as we achieved conversions at a cpa of '$4.95' over a tcpa of 20,so we wanted to utilise the budget left for the month

Agenda for the following month:

• We will continue searching more relevant keywords and search terms which can be added to the campaign.
• We will keep a pace up with our regular daily checks at the various levels (Audience, Demographics, Keywords. etc)
• Monitor reguarly to keep sight on any the performance irregularity and check for any errors or ads disapproved"
GDT,SEM,01-19-2024,PWX_GDT_Circ_Garden Gate_Feb 22,Changes made,• We increased the daily budget to $45 per day,,,01-19-2024,Saif,,,,,,,,
GDT,Social,01-19-2024,PWX_GDT_Control_CBO_Circ,Changes made,"• In adset 'PWX_GDT_LAL_Subscriber_Price Increase', we paused the creative 'Image_Sept23 Image 2_Price Increase $25' due to high cpa
• In adset 'PWX_GDT_Competitors_Price Increase', we paused the creative 'Image_Sept23 Image 2_Price Increase $25; due to high cpa


",,,01-19-2024,Saif,,,,,,,,
GDT,Social,01-22-2024,PWX_GDT_Control_CBO_Circ,Changes made,"In adset (GDT_Interests_Flower_Price Increase) Image_Sept23 Image 2_Price Increase $25 creative and Image_Dec23 Image 2_Control - Price Increase $25 are now paused due to poor performance.

",,,01-22-2024,Himanshu,,,,,,,,
GDT,Social,01-24-2024,PWX_GDT_Control_CBO_Circ,Changes made,"• In adset 'PWX_GDT_LAL_NL/IP Lists_Price Increase', we paused the creative 'Image_Sept23 Image 2_Price Increase $25' due to high cpa
• In adset 'PWX_GDT_Interests_Flower_Price Increase' we paused the creative 'PWX_GDT_Control_Evergreen_Video_Price Increase $25'
• In adset 'PWX_GDT_Competitors_Price Increase', we paused the creative 'Image_Sept23 Image 6_Price Increase $25' due to amount spent above the tcpa
• In adset 'PWX_GDT_LAL_Subscriber_Price Increase', we paused the creative 'Image_Dec23 Image 1_Control - Price Increase $25' due to high amount spent above tcpa




",,,01-24-2024,Saif,,,,,,,,
GDT,Social,02-02-2024,PWX_GDT_Control_CBO_Circ,Changes made,"• In adset 'PWX_GDT_Competitors_Evergreen' ,we paused the creative 'PWX_GDT_Control_Evergreen_Video_V2' , Image - GDT Mar Refresh V3 - Control

• In adset 'PWX_GDT_LAL_Subscriber_Evergreen' , we paused the creative 'PWX_GDT_Control_Evergreen_Video_V2' due to high amount spent
",,,02-02-2024,Saif,,,,,,,,
GDT,Bing,02-13-2024,PWX_GDT_Circ_Garden Gate_Feb 22,Changes made,"• In ad group 'brand v2' , we increased the bid for keyword 'garden gate magazine'from 1.5 to 2
• We increased the bid for female to 10% ,and decreased for male to 0%",,,02-13-2024,Saif,,,,,,,,
GDT,Bing,02-14-2024,PWX_GDT_Circ_Garden Gate_Feb 22,Changes made,"• In ad group 'brand v2' , we increased the bid for keyword 'gardengate magazine 'from 1 to 2
",,,02-14-2024,Saif,,,,,,,,
GDT,Social,02-19-2024,PWX_GDT_Control_CBO_Circ,Changes made,"• In adset 'PWX_GDT_LAL_Purchasers_Evergreen', we paused the creative 'Image - GDT Mar Refresh V3 - Control', due to high cpa
• In adset 'PWX_GDT_Retargeting_NL/IP Lists, w epaused the creatives 'Image_Dec23 Image 7_Control , Image_Dec23 Image 1_Control , Image_Dec23 Image 5_Control, 



",,,02-19-2024,Saif,,,,,,,,
GDT,SEM,02-21-2024,PWX_GDT_Circ_Garden Gate_Feb 22,Changes made,"• We increased the daily budget to $350 per day as we achieved conversions at a cpa of '$5.48' over a tcpa of 20,so we wanted to utilise the budget left for the month",,,02-21-2024,Saif,,,,,,,,
GDT,Bing,02-21-2024,PWX_GDT_Circ_Garden Gate_Feb 22,Changes made,"• We increased the daily budget to $150 per day as we achieved conversions at a cpa of '$4.95' over a tcpa of 20,so we wanted to utilise the budget left for the month",,,02-21-2024,Saif,,,,,,,,
GDT,SEM,02-22-2024,PWX_GDT_Circ_Garden Gate_Feb 22,Changes made,"• We increased the bid for performing keywords: [garden gate magazine] , [garden gate magazine subscription] , [gardening magazines] , [magazine garden gate], 
[gardening magazine subscriptions],[gardengate magazine]
• We added the following keywords from search term report: gardening magazine , garden gate , www renewgardengate com , garden design",,,02-22-2024,Saif,,,,,,,,
GDT,SEM,02-23-2024,PWX_GDT_Circ_Garden Gate_Feb 22,Changes made,"• We have created another ad group'brand_competitor' with the keywords: home and gardens
home & garden magazine
gardening magazines
gardening mags
plant magazine
garden design magazines
gardening publications
All these keywords are in exact match at a bid of 0.5$",,,02-23-2024,Saif,,,,,,,,
GDT,Social,02-29-2024,PWX_GDT_Control_CBO_Circ,Changes made,"• In adset 'PWX_GDT_Retargeting_NL/IP Lists , we paused the creative : Image_Dec23 Image 3_Control due to high cpa
• In adset PWX_GDT_LAL_Purchasers_Evergreen we paused the creative : Image_Sept23 Image 1_Control due to high cpa
• In adset 'PWX_GDT_LAL_Subscriber_Evergreen', we paused the creative : Image - Jan-Feb23 V2 - Control due to high cpa
• In adset 'PWX_GDT_LAL_Social_FB Fans', we paused the creative: Image_June23 Image 5_Control due to high cpa
• In adset 'PWX_GDT_Competitors_Evergreen', we paused the craetive: Image - GDT Mar Refresh V1 - Control , Image - Jan-Feb23 V3 - Control , Image - Jan-Feb23 V1 - Control due to high cpa
• In adset 'PWX_GDT_Stacked_Social Engagement_Social Engagement LAL_Evergreen', we paused the creative : Image - Jan-Feb23 V3 - Control , Image_Dec23 Image 5_Control due to high cpa. We activated the creatives: PWX_GDT_Control_Evergreen_V9, Image - Jan-Feb23 V1 - Control








",,,02-29-2024,Saif,,,,,,,,
GDT,Social,03-11-2024,PWX_GDT_Control_CBO_Circ,Changes made,"• We paused the adset: FGN - Social Engagement due to high amount spent and no conversion
",,,03-11-2024,Saif,,,,Social(Mar 24),,SEM (Mar 24),,Bing(March 24)
GDT,Social,03-14-2024,PWX_GDT_Control_CBO_Circ,Changes made,"• In adset : PWX_GDT_Retargeting_NL/IP Lists, we paused the creative 'Image_Sept23 Image 8_Control
 Image_June23 Image 2_Control ,  Image_Dec23 Image 2_Control ; launched 'Image_Dec23 Image 8_Control',Image_Dec23 Image 3_Control
  Image_Dec23 Image 1_Control",,,03-14-2024,Saif,,,,"Summary

Optimizations Insights:


• In adset 'PWX_GDT_Retargeting_NL/IP Lists', we paused all the high pacing creatives  and launched creatives: Image_Sept23 Image 7_Control , Image_June23 Image 10_Control

• In adset: PWX_GDT_LAL_Subscriber_Evergreen, we paused the creative 'Image_Sept23 Image 2_Control due to high cpa
• In adset: PWX_GDT_LAL_Social_FB Fans, we paused the creative 'Image_June23 Image 4_Control , 'Image_June23 Image 8_Controldue to high cpa
or high amount spent


""• In adset 'PWX_GDT_Stacked_Social Engagement_Social Engagement LAL_Evergreen – Copy', we paused the creatives 'Image_Mar24 Image 11_Control
', Image_Mar24 Image 16_Control , Image_Mar24 Image 4_Slashed Price_Control either due to high cpa or high amount spent and no conversions.
• In adset 'PWX_GDT_Retargeting_NL/IP Lists', we paused the creatives 'Image_Mar24 Image 15_Control , Image_June23 Image 10_Control due to high cpa or amoun tspent



""

















Agenda for the following month:
• We will persist in making optimizations based on performance trends to continually improve the campaign's effectiveness and efficiency.
• It is worth exploring the possibility of launching ad sets that have not been previously tested. This allows us to uncover new opportunities and potentially tap into untapped audiences.
• We will relaunch ads and ad sets that have shown strong performance in the past. By leveraging successful past campaigns, we can potentially replicate their success and achieve positive results.
• We will conduct research to identify new interest-based audiences. This will help us expand our targeting options and reach a broader audience who may be interested in our offerings.",,"Summary

Overall Insights:

• Removed the low perfroming headlines and added the new headlines: Grow Greener: Garden Gate Tips, Blossom Bliss: Plant Magazine , Online Oasis: Garden Gate 
• Removed the non perfroming images


""• We made updates to headlines, whefre we removed loeperfromingn headlines and replaced it with other headlines. Also we paused low perfroming creatives.
• We reduced budget from $40 to $20 as the pacing was high""

Agenda for the following month:

• We will continue searching more relevant keywords and search terms which can be added to the campaign.
• We will keep a pace up with our regular daily checks at the various levels (Audience, Demographics, Keywords. etc)
• Monitor reguarly to keep sight on any the performance irregularity and check for any errors or ads disapproved",,"Summary

• In ad group 'brand - v2', we paused keyword 'garden design magazine' due to high cpa, but the same keyword has been added in exact match too as it gave us few results


Agenda for the following month:

• We will continue searching more relevant keywords and search terms which can be added to the campaign.
• We will keep a pace up with our regular daily checks at the various levels (Audience, Demographics, Keywords. etc)
• Monitor reguarly to keep sight on any the performance irregularity and check for any errors or ads disapproved"
GDT,Social,03-18-2024,PWX_GDT_Control_CBO_Circ,Changes made,"• In adset 'PWX_GDT_Retargeting_NL/IP Lists', we paused all the high pacing creatives  and launched creatives: Image_Sept23 Image 7_Control , Image_June23 Image 10_Control


",,,03-18-2024,Saif,,,,,,,,
GDT,Social,03-19-2024,PWX_GDT_Control_CBO_Circ,Changes made,"• In adset: PWX_GDT_LAL_Subscriber_Evergreen, we paused the creative 'Image_Sept23 Image 2_Control due to high cpa
• In adset: PWX_GDT_LAL_Social_FB Fans, we paused the creative 'Image_June23 Image 4_Control , 'Image_June23 Image 8_Controldue to high cpa
or high amount spent",,,03-19-2024,Saif,,,,,,,,
GDT,Social,03-20-2024,PWX_GDT_Control_CBO_Circ,Changes made,"We activated all the march creatives in PWX_GDT_Retargeting_NL/IP Lists
 adset",,,03-20-2024,Saif,,,,,,,,
GDT,Bing,03-26-2024,PWX_GDT_Circ_Garden Gate_Feb 22,Changes made,"• In ad group 'brand - v2', we paused keyword 'garden design magazine' due to high cpa, but the same keyword has been added in exact match too as it gave us few results
",,,03-26-2024,Saif,,,,,,,,
GDT,SEM,04-17-2024,"PWX_GDT__PMax_Circ_Garden Gate_Mar 24
",Changes made,"• Removed the low perfroming headlines and added the new headlines: Grow Greener: Garden Gate Tips, Blossom Bliss: Plant Magazine , Online Oasis: Garden Gate , 
• Removed the non perfroming images",,,04-17-2024,Saif,,,,,,,,
GDT,SEM,04-22-2024,PWX_GDT_Circ_Garden Gate_Feb 22,Changes made,"• We paused the ad group 'Brand - V2 New' due to high spend and no conversion
",,,04-22-2024,Saif,,,,,,,,
GDT,Social,04-24-2024,PWX_GDT_Control_CBO_Circ,Changes made,"• In adset 'PWX_GDT_LAL_Purchasers_Evergreen', we paused the creatives 'Image_Dec23 Image 4_Control' due to high CPA and we duplicated the creative 'PWX_GDT_Control_Evergreen_Video_V2, as it perfromed well.
• We also activated the creative 'Image_Mar24 Image 6_Slashed Price_Control'
• In adset 'PWX_GDT_LAL_Subscriber_Evergreen', we activated the creative 'Image_Dec23 Image 7_Control – Copy'
• In adset 'PWX_GDT_Stacked_Social Engagement_Social Engagement LAL_Evergreen', we paused the creative 'Image_Dec23 Image 2_Control' due to high cpa, and activated the creatives 'Image_Mar24 Image 1_Slashed Price_Control, Image_Mar24 Image 2_Slashed Price_Control, as these were untested.







",,,04-24-2024,Saif,,,,,,,,
GDT,Social,04-29-2024,PWX_GDT_Control_CBO_Circ,Changes made,"• In adset 'PWX_GDT_Stacked_Social Engagement_Social Engagement LAL_Evergreen – Copy', we paused the creative 'PWX_GDT_Control_Evergreen_Video_V2' due to high cpa and activated the creative 'Image - GDT Mar Refresh Control


",,,04-29-2024,Saif,,,,,,,,
GDT,SEM,05-06-2024,PWX_GDT_Circ_PMax_Mar 2024,Changes made,"• We have replaced low perfroming headlines with new ones like Online Oasis by Garden Gate, Gardening Gold , Grow Greener Garden Gate Tips , Sprout Your Garden Skills",,,05-06-2024,Saif,,,,,,,,
GDT,Social,05-08-2024,PWX_GDT_Control_CBO_Circ,Changes made,"• In adset 'PWX_GDT_LAL_Purchasers_Evergreen', we paused the video creative due to high cpa and activatd the creatives : Image_Mar24 Image 1_Slashed Price_Control , Image_Mar24 Image 2_Slashed Price_Control , Image_Mar24 Image 3_Slashed Price_Control


",,,05-08-2024,Saif,,,,,,,,
